CRASH_DATE,LATITUDE,LONGITUDE,LIGHTING_CONDITION,INJURIES_FATAL
2020-02-17 15:05:00,41.741468916,-87.654560561,DAYLIGHT,1.0
2020-11-05 10:25:00,41.867001143,-87.65118978299999,DAYLIGHT,1.0
2015-12-17 08:49:00,41.771215093,-87.615552959,DAYLIGHT,1.0
2022-07-04 16:42:00,41.730188131999995,-87.551101411,DAYLIGHT,1.0
2017-01-28 13:35:00,41.889774341,-87.667255161,DAYLIGHT,1.0
2021-08-18 09:22:00,41.728930723000005,-87.62538275600001,DAYLIGHT,2.0
2020-05-24 14:16:00,41.866519200999996,-87.705525431,DAYLIGHT,1.0
2021-12-13 14:11:00,41.758376575,-87.610192114,DAYLIGHT,1.0
2017-09-16 08:11:00,41.807494171,-87.70410581,DAYLIGHT,1.0
2021-01-11 13:05:00,41.900506934,-87.75588188,DAYLIGHT,1.0
2018-09-16 13:50:00,41.741984463,-87.72759524,DAYLIGHT,1.0
2017-05-07 05:54:00,41.880986205999996,-87.693309786,DAYLIGHT,4.0
2022-03-10 13:39:00,41.668905243000005,-87.620349871,DAYLIGHT,2.0
2021-08-26 15:50:00,41.88633641,-87.716203131,DAYLIGHT,1.0
2021-08-14 12:35:00,41.947186787,-87.652044036,DAYLIGHT,1.0
2020-01-22 13:33:00,41.877255466,-87.742564718,DAYLIGHT,1.0
2021-05-16 19:30:00,41.831111769,-87.606274535,DAYLIGHT,1.0
2019-03-05 15:48:00,41.801239804,-87.68408042799999,DAYLIGHT,1.0
2018-05-11 12:20:00,41.765393608000004,-87.625050475,DAYLIGHT,1.0
2021-09-05 19:10:00,42.008671586999995,-87.69031083799999,DAYLIGHT,1.0
2019-04-20 06:34:00,41.932312694000004,-87.631758831,DAYLIGHT,1.0
2019-09-14 15:53:00,41.858727379,-87.72876690000001,DAYLIGHT,1.0
2018-02-21 12:19:00,41.895285077,-87.723064774,DAYLIGHT,1.0
2018-07-30 18:20:00,41.788844364,-87.642726633,DAYLIGHT,1.0
2017-11-24 10:18:00,41.713774315,-87.537837901,DAYLIGHT,1.0
2022-04-26 14:18:00,41.784288983,-87.722770785,DAYLIGHT,1.0
2022-06-16 09:58:00,41.858924242,-87.70990358200001,DAYLIGHT,1.0
2017-06-26 19:55:00,41.875746215999996,-87.747014022,DAYLIGHT,1.0
2020-06-02 16:21:00,42.00533977,-87.679240472,DAYLIGHT,1.0
2018-03-16 16:27:00,41.668662762,-87.638141872,DAYLIGHT,1.0
2020-08-27 15:20:00,41.76839298,-87.67377005600001,DAYLIGHT,1.0
2022-02-02 06:30:00,41.94973549,-87.74704694,DAYLIGHT,1.0
2018-04-10 18:20:00,41.722449456999996,-87.585003569,DAYLIGHT,1.0
2022-06-09 08:18:00,41.967116374,-87.65757509999999,DAYLIGHT,1.0
2018-07-28 18:48:00,41.763548439000004,-87.585709956,DAYLIGHT,1.0
2016-07-20 06:35:00,41.773529984,-87.57889075700001,DAYLIGHT,1.0
2020-01-30 14:25:00,41.940442903000005,-87.638633539,DAYLIGHT,1.0
2022-07-02 17:50:00,41.872497742,-87.72525319200001,DAYLIGHT,1.0
2021-05-05 09:17:00,41.79529335,-87.703758272,DAYLIGHT,1.0
2018-07-08 15:24:00,41.721365061,-87.643358042,DAYLIGHT,1.0
2018-04-21 14:48:00,41.876618742,-87.761547174,DAYLIGHT,1.0
2020-11-24 12:30:00,41.844392837,-87.70612422299999,DAYLIGHT,1.0
2022-02-18 11:14:00,41.736963126999996,-87.57586270799999,DAYLIGHT,1.0
2015-11-04 07:25:00,41.896099353000004,-87.672298596,DAYLIGHT,1.0
2016-07-01 11:10:00,41.668838047,-87.63905839700001,DAYLIGHT,1.0
2018-04-19 17:32:00,41.764713187,-87.673678489,DAYLIGHT,1.0
2019-08-13 10:03:00,41.801475282,-87.645280736,DAYLIGHT,1.0
2020-07-23 11:24:00,41.875346173000004,-87.722894285,DAYLIGHT,1.0
2020-02-05 11:53:00,41.885318235999996,-87.72098685200001,DAYLIGHT,2.0
2020-06-19 11:10:00,41.746212981,-87.606160671,DAYLIGHT,1.0
2020-09-23 13:34:00,41.752728439,-87.62445777200001,DAYLIGHT,1.0
2018-10-18 11:18:00,41.790616381,-87.654635821,DAYLIGHT,1.0
2020-07-19 16:45:00,41.798564649,-87.742778602,DAYLIGHT,1.0
2018-08-09 07:10:00,41.88167803,-87.64672118700001,DAYLIGHT,1.0
2020-10-09 10:40:00,41.677402534,-87.674865291,DAYLIGHT,1.0
2017-08-18 08:34:00,41.72431646,-87.56570468,DAYLIGHT,1.0
2022-02-08 14:07:00,41.673936717,-87.632009456,DAYLIGHT,2.0
2021-08-21 18:53:00,41.775288300999996,-87.698229008,DAYLIGHT,1.0
2021-09-27 18:25:00,41.969832249,-87.743193132,DAYLIGHT,1.0
2019-06-30 19:30:00,41.94130489,-87.835104766,DAYLIGHT,1.0
2019-10-01 10:49:00,41.968736564000004,-87.672348931,DAYLIGHT,1.0
2017-09-09 11:56:00,42.002531835999996,-87.768626279,DAYLIGHT,1.0
