2020-03,62.0
2020-04,66.75
2020-05,62.4
2020-06,66.5
2020-07,59.5
2020-08,61.8
2020-09,62.75
2020-10,60.25
2020-11,61.4
2020-12,76.75
2021-01,61.0
2021-02,60.75
2021-03,55.0
2021-04,54.5
2021-05,54.2
2021-06,62.5
2021-07,70.0
2021-08,57.2
2021-09,56.0
2021-10,56.0
2021-11,63.75
2021-12,69.75
2022-01,80.0
2022-02,86.75
2022-03,78.75
2022-04,70.5
2022-05,73.6
2022-06,86.25
2022-07,83.8
2022-08,83.75
2022-09,90.0
